DISSOLVED OXYGEN (mg/L),PERCENTAGE DISSOLVED OXYGEN (%),PH (???),TEMPERATURE (°C),TURBIDITY (NTU),date,quality
6.05,68.86,7.65,15.045,5.83,2022-09-14 19:01:24,97.925
5.98,68.51,7.66,14.97,6.94,2022-09-14 18:01:24,95.15
6.23,70.24,7.62,15.173,10.42,2022-09-14 17:01:24,86.45
6.31,69.99,7.56,15.325,19.23,2022-09-14 16:01:24,75.0
6.51,70.32,7.5,15.522,16.86,2022-09-14 15:01:24,75.0
6.88,72.7,7.47,15.566,13.33,2022-09-14 14:01:24,79.175
6.98,73.09,7.46,15.618,12.29,2022-09-14 13:01:24,81.775
7.09,73.96,7.47,15.628,12.34,2022-09-14 12:01:24,81.65
7.01,73.44,7.49,15.528,14.85,2022-09-14 11:01:24,75.375
6.69,70.86,7.5,15.417,17.85,2022-09-14 10:01:24,75.0
6.27,67.7,7.52,15.356,10.83,2022-09-14 09:01:24,85.425
6.18,68.17,7.58,15.165,10.22,2022-09-14 08:01:24,86.95
6.14,69.5,7.64,15.018,10.39,2022-09-14 07:01:24,86.525
6.04,69.47,7.66,14.952,5.53,2022-09-14 06:01:24,98.675
6.11,70.11,7.66,14.972,8.8,2022-09-14 05:01:24,90.5
6.3,71.03,7.63,15.108,18.98,2022-09-14 04:01:24,75.0
6.33,69.44,7.53,15.35,20.16,2022-09-14 03:01:24,75.0
6.64,70.66,7.47,15.588,16.7,2022-09-14 02:01:24,75.0
6.82,71.87,7.46,15.735,14.13,2022-09-14 01:01:24,77.175
6.69,69.87,7.45,15.736,12.93,2022-09-14 00:01:24,80.175
6.91,72.4,7.46,15.756,15.65,2022-09-13 23:01:24,75.0
6.76,71.48,7.49,15.769,19.91,2022-09-13 22:01:24,75.0
6.31,67.99,7.5,15.661,14.42,2022-09-13 21:01:24,76.45
6.18,67.89,7.54,15.579,9.6,2022-09-13 20:01:28,88.5
6.1,68.52,7.6,15.446,8.96,2022-09-13 19:01:24,90.1
5.91,67.46,7.62,15.217,7.2,2022-09-13 18:01:24,94.5
6.06,69.03,7.63,15.222,10.17,2022-09-13 17:01:24,87.075
6.29,70.57,7.59,15.486,29.59,2022-09-13 16:01:24,75.0
6.36,69.53,7.52,15.623,23.71,2022-09-13 15:01:24,75.0
6.71,71.49,7.48,15.663,21.66,2022-09-13 14:01:24,75.0
7.02,73.53,7.47,15.594,21.68,2022-09-13 13:01:24,75.0
7.09,73.68,7.46,15.636,18.28,2022-09-13 12:01:24,75.0
7.07,73.85,7.48,15.546,17.88,2022-09-13 11:01:24,75.0
6.84,71.86,7.49,15.431,25.02,2022-09-13 10:01:24,75.0
6.61,70.28,7.53,15.361,27.2,2022-09-13 09:01:24,75.0
6.35,68.81,7.55,15.31,12.52,2022-09-13 08:01:24,81.2
6.11,68.38,7.61,15.116,8.0,2022-09-13 07:01:24,92.5
6.24,71.19,7.67,15.003,8.76,2022-09-13 06:01:24,90.6
6.05,69.76,7.66,14.97,6.84,2022-09-13 05:01:24,95.4
6.43,73.36,7.68,15.021,17.85,2022-09-13 04:01:24,75.0
6.34,71.02,7.61,15.214,31.19,2022-09-13 03:01:24,75.0
6.47,70.05,7.52,15.426,22.28,2022-09-13 02:01:24,75.0
6.91,72.66,7.49,15.58,22.7,2022-09-13 01:01:24,75.0
7.1,73.96,7.48,15.632,26.55,2022-09-13 00:01:24,75.0
7.12,73.83,7.49,15.629,20.56,2022-09-12 23:01:24,75.0
7.05,73.56,7.51,15.666,27.31,2022-09-12 22:01:24,75.0
6.79,71.63,7.52,15.685,29.43,2022-09-12 21:01:24,75.0
6.3,67.9,7.51,15.677,14.7,2022-09-12 20:01:24,75.75
6.23,68.99,7.57,15.611,9.54,2022-09-12 19:01:24,88.65
6.11,69.62,7.62,15.394,7.52,2022-09-12 18:01:24,93.7
5.64,64.82,7.59,15.251,5.31,2022-09-12 17:01:24,99.225
6.31,71.81,7.63,15.388,16.95,2022-09-12 16:01:24,75.0
6.27,69.78,7.56,15.6,29.54,2022-09-12 15:01:24,75.0
6.52,70.1,7.48,15.784,36.48,2022-09-12 14:01:24,75.0
7.05,73.93,7.48,15.82,36.03,2022-09-12 13:01:24,75.0
7.36,75.83,7.49,15.679,26.98,2022-09-12 12:01:24,75.0
7.58,77.58,7.55,15.679,31.69,2022-09-12 11:01:24,75.0
7.1,73.8,7.5,15.621,25.62,2022-09-12 10:01:24,75.0
6.88,72.12,7.51,15.611,40.89,2022-09-12 09:01:24,75.0
6.64,70.44,7.52,15.661,25.45,2022-09-12 08:01:24,75.0
6.26,68.25,7.54,15.625,16.83,2022-09-12 07:01:24,75.0
6.04,67.51,7.58,15.48,10.27,2022-09-12 06:01:24,86.825
5.99,68.25,7.61,15.305,6.13,2022-09-12 05:01:24,97.175
5.95,68.43,7.62,15.195,7.72,2022-09-12 04:01:24,93.2
6.25,70.51,7.59,15.403,20.58,2022-09-12 03:01:24,75.0
6.35,69.68,7.51,15.651,26.38,2022-09-12 02:01:24,75.0
6.78,71.61,7.47,15.789,26.45,2022-09-12 01:01:24,75.0
7.33,75.64,7.5,15.71,31.39,2022-09-12 00:01:24,75.0
7.6,77.46,7.57,15.612,32.85,2022-09-11 23:01:24,75.0
7.43,76.31,7.54,15.679,30.39,2022-09-11 22:01:24,75.0
7.22,74.82,7.54,15.742,42.92,2022-09-11 21:01:24,75.0
6.86,71.98,7.51,15.854,27.8,2022-09-11 20:01:24,75.0
6.35,67.93,7.48,15.942,15.62,2022-09-11 19:01:24,75.0
5.94,65.79,7.51,15.832,9.29,2022-09-11 18:01:24,89.275
5.82,65.93,7.55,15.608,6.19,2022-09-11 17:01:24,97.025
5.73,65.28,7.55,15.435,8.62,2022-09-11 16:01:24,90.95
6.09,68.09,7.52,15.735,25.33,2022-09-11 15:01:24,75.0
6.29,68.22,7.45,15.966,48.83,2022-09-11 14:01:24,75.0
6.95,72.84,7.45,15.884,55.89,2022-09-11 13:01:24,75.0
8.05,81.34,7.57,15.375,51.8,2022-09-11 12:01:24,75.0
8.61,85.68,7.77,15.086,51.45,2022-09-11 11:01:24,75.0
8.37,83.78,7.73,15.166,55.7,2022-09-11 10:01:24,75.0
7.59,77.61,7.55,15.458,47.05,2022-09-11 09:01:24,75.0
7.06,73.32,7.51,15.615,78.78,2022-09-11 08:01:24,75.0
6.68,70.21,7.49,15.775,29.35,2022-09-11 07:01:24,75.0
6.08,65.53,7.47,15.876,38.71,2022-09-11 06:01:24,75.0
5.61,62.73,7.47,15.76,9.26,2022-09-11 05:01:24,89.35
5.63,64.12,7.51,15.581,10.5,2022-09-11 03:01:24,86.25
5.89,65.43,7.45,15.895,26.84,2022-09-11 02:01:24,75.0
6.42,68.88,7.41,16.092,25.01,2022-09-11 01:01:24,75.0
7.26,75.26,7.45,15.925,30.84,2022-09-11 00:01:24,75.0
7.74,78.87,7.55,15.691,35.85,2022-09-10 23:01:24,75.0
7.95,80.33,7.65,15.538,43.66,2022-09-10 22:01:24,75.0
7.53,77.38,7.54,15.851,40.68,2022-09-10 21:01:24,75.0
7.13,74.3,7.48,16.065,45.91,2022-09-10 20:01:24,75.0
6.72,71.09,7.46,16.287,29.77,2022-09-10 19:01:24,75.0
6.05,65.69,7.41,16.395,19.31,2022-09-10 18:01:24,75.0
5.58,62.3,7.43,16.299,17.11,2022-09-10 17:01:25,75.0
5.09,58.25,7.45,15.944,8.55,2022-09-10 16:01:24,91.125
5.31,60.44,7.44,16.02,12.68,2022-09-10 15:01:24,80.8
5.79,64.58,7.41,16.329,27.67,2022-09-10 14:01:24,75.0
6.33,68.54,7.37,16.498,36.33,2022-09-10 13:01:24,75.0
6.98,73.67,7.4,16.41,44.77,2022-09-10 12:01:25,75.0
7.61,78.58,7.5,16.173,31.99,2022-09-10 11:01:24,75.0
7.72,79.47,7.56,16.108,35.02,2022-09-10 10:01:24,75.0
7.35,76.52,7.48,16.274,48.2,2022-09-10 09:01:24,75.0
6.88,72.93,7.42,16.424,39.18,2022-09-10 08:01:24,75.0
6.51,70.07,7.42,16.495,45.55,2022-09-10 07:01:24,75.0
5.88,64.64,7.41,16.568,20.14,2022-09-10 06:01:24,75.0
5.73,64.3,7.45,16.448,14.27,2022-09-10 05:01:24,76.825
5.47,62.83,7.49,16.173,7.75,2022-09-10 04:01:24,93.125
5.03,58.5,7.49,15.972,8.99,2022-09-10 03:01:24,90.025
5.66,65.27,7.51,16.137,14.15,2022-09-10 02:01:24,77.125
5.83,66.11,7.46,16.468,22.66,2022-09-10 01:01:24,75.0
6.13,67.92,7.41,16.715,19.17,2022-09-10 00:01:24,75.0
6.54,70.97,7.4,16.785,21.96,2022-09-09 23:01:24,75.0
6.46,69.17,7.39,16.733,20.28,2022-09-09 22:01:24,75.0
6.75,72.32,7.41,16.738,20.0,2022-09-09 21:01:24,75.0
6.5,70.59,7.41,16.833,25.56,2022-09-09 20:01:24,75.0
6.17,68.12,7.43,16.892,29.56,2022-09-09 19:01:24,75.0
5.83,65.42,7.45,16.819,21.72,2022-09-09 18:01:24,75.0
5.64,64.83,7.5,16.553,9.84,2022-09-09 17:01:24,87.9
5.59,65.34,7.54,16.34,8.93,2022-09-09 16:01:24,90.175
5.26,61.7,7.54,16.021,6.29,2022-09-09 15:01:24,96.775
5.71,66.69,7.55,16.19,12.78,2022-09-09 14:01:24,80.55
5.84,67.59,7.52,16.508,19.42,2022-09-09 13:01:24,75.0
6.05,68.6,7.48,16.869,16.1,2022-09-09 12:01:24,75.0
6.31,70.0,7.43,16.921,16.38,2022-09-09 11:01:24,75.0
6.43,70.7,7.43,16.961,14.78,2022-09-09 10:01:24,75.55
6.49,70.88,7.43,16.95,12.62,2022-09-09 09:01:24,80.95
6.4,70.32,7.45,16.923,13.02,2022-09-09 08:01:24,79.95
6.36,70.61,7.47,16.923,17.54,2022-09-09 07:01:24,75.0
6.0,67.87,7.49,16.85,14.05,2022-09-09 06:01:24,77.375
5.73,66.02,7.52,16.668,11.66,2022-09-09 05:01:24,83.35
5.55,64.84,7.55,16.329,11.45,2022-09-09 04:01:24,83.875
5.46,64.51,7.58,16.063,7.84,2022-09-09 03:01:24,92.9
5.46,64.79,7.6,15.889,7.37,2022-09-09 02:01:24,94.075
5.73,67.43,7.58,16.201,11.24,2022-09-09 01:01:24,84.4
5.79,67.56,7.54,16.539,13.87,2022-09-09 00:01:24,77.825
6.06,69.19,7.49,17.035,11.7,2022-09-08 23:01:24,83.25
6.34,71.26,7.48,17.251,10.42,2022-09-08 22:01:24,86.45
5.73,64.32,7.42,17.289,8.47,2022-09-08 21:01:24,91.325
6.47,71.79,7.48,17.356,9.49,2022-09-08 20:01:24,88.775
6.11,69.11,7.48,17.284,10.33,2022-09-08 19:01:25,86.675
5.98,68.54,7.51,17.158,9.23,2022-09-08 18:01:24,89.425
5.71,66.32,7.54,16.902,11.33,2022-09-08 17:01:24,84.175
5.63,66.38,7.58,16.479,9.3,2022-09-08 16:01:24,89.25
5.58,66.28,7.6,16.134,7.54,2022-09-08 15:01:24,93.65
4.97,59.23,7.56,15.926,4.15,2022-09-08 14:01:24,100.0
5.78,68.63,7.61,16.18,9.31,2022-09-08 13:01:24,89.225
5.91,69.5,7.57,16.559,12.2,2022-09-08 12:01:24,82.0
6.11,70.52,7.52,17.06,11.24,2022-09-08 11:01:24,84.4
6.25,71.08,7.49,17.284,8.96,2022-09-08 10:01:24,90.1
5.66,65.32,7.46,17.264,4.89,2022-09-08 09:01:24,100.0
6.41,71.0,7.47,17.53,9.55,2022-09-08 08:01:24,88.625
6.48,72.15,7.5,17.491,9.29,2022-09-08 07:01:24,89.275
6.09,69.35,7.5,17.316,9.79,2022-09-08 06:01:24,88.025
5.85,67.79,7.53,17.138,10.87,2022-09-08 05:01:24,85.325
5.74,67.76,7.58,16.711,6.18,2022-09-08 04:01:24,97.05
5.68,67.65,7.61,16.425,6.89,2022-09-08 03:01:24,95.275
5.52,66.21,7.63,16.144,3.92,2022-09-08 02:01:24,100.0
5.64,67.59,7.63,16.147,4.85,2022-09-08 01:01:24,100.0
5.95,71.09,7.64,16.441,8.46,2022-09-08 00:01:24,91.35
5.97,70.96,7.6,16.858,8.8,2022-09-07 23:01:24,90.5
6.07,71.33,7.56,17.334,9.05,2022-09-07 22:01:24,89.875
5.41,63.45,7.5,17.198,8.23,2022-09-07 21:01:24,91.925
5.0,58.36,7.43,17.532,7.68,2022-09-07 20:01:24,93.3
6.15,71.07,7.51,17.773,9.03,2022-09-07 19:01:24,89.925
5.81,68.11,7.54,17.432,9.63,2022-09-07 18:01:24,88.425
5.9,69.75,7.57,17.509,7.34,2022-09-07 17:01:24,94.15
5.75,68.72,7.61,16.998,6.7,2022-09-07 16:01:24,95.75
5.77,69.27,7.65,16.61,5.96,2022-09-07 15:01:24,97.6
5.74,68.85,7.66,16.075,5.86,2022-09-07 14:01:24,97.85
5.71,68.64,7.68,15.742,6.03,2022-09-07 13:01:24,97.425
5.77,69.14,7.65,15.975,6.93,2022-09-07 12:01:24,95.175
5.96,71.05,7.64,16.316,8.03,2022-09-07 11:01:24,92.425
5.94,70.36,7.62,16.549,9.62,2022-09-07 10:01:24,88.45
5.71,66.98,7.55,16.842,7.87,2022-09-07 09:01:24,92.825
5.09,60.08,7.5,16.819,8.86,2022-09-07 08:01:24,90.35
4.98,57.95,7.43,17.119,4.81,2022-09-07 07:01:24,100.0
5.67,65.53,7.49,17.167,5.77,2022-09-07 06:01:24,98.075
5.79,67.5,7.54,17.097,7.66,2022-09-07 05:01:24,93.35
5.83,68.52,7.58,16.937,6.69,2022-09-07 04:01:24,95.775
5.68,67.39,7.6,16.699,3.93,2022-09-07 03:01:24,100.0
5.72,68.42,7.64,16.467,4.48,2022-09-07 02:01:24,100.0
5.66,68.35,7.68,16.003,3.86,2022-09-07 01:01:24,100.0
5.34,64.52,7.65,15.919,4.93,2022-09-07 00:01:24,100.0
5.77,69.56,7.67,16.118,4.28,2022-09-06 23:01:24,100.0
5.94,71.43,7.67,16.324,6.47,2022-09-06 22:01:24,96.325
5.6,67.04,7.61,16.592,5.74,2022-09-06 21:01:24,98.15
5.3,63.11,7.55,16.765,4.96,2022-09-06 20:01:24,100.0
4.61,54.95,7.48,16.753,4.69,2022-09-06 19:01:24,100.0
5.01,59.44,7.5,16.946,5.82,2022-09-06 18:01:24,97.95
5.75,67.38,7.53,17.376,7.22,2022-09-06 17:01:24,94.45
5.76,68.02,7.57,17.255,6.97,2022-09-06 16:01:24,95.075
5.59,66.67,7.58,17.172,3.39,2022-09-06 15:01:24,100.0
5.75,68.98,7.63,16.708,5.76,2022-09-06 14:01:24,98.1
5.74,69.33,7.68,16.127,4.35,2022-09-06 13:01:24,100.0
5.72,69.29,7.69,15.835,4.85,2022-09-06 12:01:24,100.0
5.76,69.68,7.69,15.875,5.02,2022-09-06 11:01:24,99.95
5.87,70.82,7.68,16.107,7.21,2022-09-06 10:01:24,94.475
5.76,69.4,7.65,16.32,7.27,2022-09-06 09:01:24,94.325
5.57,66.62,7.59,16.646,5.84,2022-09-06 08:01:24,97.9
5.14,61.29,7.52,16.786,3.93,2022-09-06 07:01:24,100.0
4.5,53.71,7.47,16.795,6.19,2022-09-06 06:01:24,97.025
5.08,59.99,7.48,17.191,5.11,2022-09-06 05:01:24,99.725
5.54,65.44,7.53,17.217,5.73,2022-09-06 04:01:24,98.175
5.61,66.08,7.53,17.3,5.16,2022-09-06 03:01:24,99.6
5.61,66.41,7.56,17.101,5.55,2022-09-06 02:01:24,98.625
5.58,66.66,7.59,16.836,4.01,2022-09-06 01:01:24,100.0
5.57,67.39,7.64,16.272,3.75,2022-09-06 00:01:24,100.0
5.39,65.42,7.66,16.016,3.85,2022-09-05 23:01:24,100.0
5.67,68.68,7.67,16.124,4.94,2022-09-05 22:01:24,100.0
5.65,68.17,7.65,16.331,3.97,2022-09-05 21:01:24,100.0
5.54,66.59,7.6,16.552,6.96,2022-09-05 20:01:28,95.1
5.2,62.19,7.54,16.756,5.85,2022-09-05 19:01:28,97.875
5.25,62.43,7.52,16.921,5.82,2022-09-05 18:01:24,97.95
4.33,51.21,7.41,17.07,3.98,2022-09-05 17:01:24,100.0
5.52,64.76,7.48,17.523,7.03,2022-09-05 16:01:24,94.925
5.46,64.26,7.5,17.211,5.66,2022-09-05 15:01:24,98.35
5.79,67.85,7.53,17.46,8.01,2022-09-05 14:01:24,92.475
5.69,67.35,7.55,17.207,6.05,2022-09-05 13:01:24,97.375
5.61,67.16,7.59,16.797,5.63,2022-09-05 12:01:24,98.425
5.59,67.49,7.64,16.254,6.71,2022-09-05 11:01:24,95.725
5.5,66.63,7.64,16.111,5.39,2022-09-05 10:01:24,99.025
5.43,65.48,7.62,16.27,4.61,2022-09-05 09:01:24,100.0
5.56,66.92,7.62,16.375,5.93,2022-09-05 08:01:24,97.675
5.41,64.67,7.56,16.64,6.55,2022-09-05 07:01:24,96.125
5.21,61.92,7.51,16.848,6.27,2022-09-05 06:01:24,96.825
5.14,60.88,7.49,16.94,5.58,2022-09-05 05:01:24,98.55
4.78,56.06,7.42,17.238,7.09,2022-09-05 04:01:24,94.775
5.47,63.45,7.45,17.463,10.11,2022-09-05 03:01:24,87.225
5.69,66.34,7.49,17.379,6.64,2022-09-05 02:01:24,95.9
5.43,63.71,7.49,17.162,5.98,2022-09-05 01:01:24,97.55
5.45,64.57,7.53,16.979,6.32,2022-09-05 00:01:24,96.7
5.42,64.93,7.56,16.719,9.39,2022-09-04 23:01:24,89.025
5.17,62.44,7.57,16.433,7.04,2022-09-04 22:01:24,94.9
5.25,63.43,7.58,16.401,7.34,2022-09-04 21:01:24,94.15
5.57,66.89,7.58,16.631,9.7,2022-09-04 20:01:24,88.25
5.31,63.37,7.52,16.796,5.95,2022-09-04 19:01:24,97.625
5.63,66.39,7.51,17.06,7.89,2022-09-04 18:01:24,92.775
5.07,59.44,7.43,17.196,6.22,2022-09-04 17:01:24,96.95
5.23,61.05,7.43,17.244,6.26,2022-09-04 16:01:24,96.85
5.69,65.72,7.44,17.612,7.5,2022-09-04 15:01:24,93.75
5.74,66.16,7.45,17.649,7.33,2022-09-04 14:01:24,94.175
5.64,65.43,7.47,17.362,6.11,2022-09-04 13:01:24,97.225
5.59,65.41,7.5,17.159,6.89,2022-09-04 12:01:24,95.275
5.33,63.21,7.51,16.899,7.71,2022-09-04 11:01:24,93.225
5.24,62.84,7.54,16.656,7.63,2022-09-04 10:01:24,93.425
4.96,59.8,7.54,16.482,3.87,2022-09-04 09:01:24,100.0
5.26,63.36,7.56,16.524,8.78,2022-09-04 08:01:24,90.55
5.59,66.74,7.56,16.714,10.47,2022-09-04 07:01:24,86.325
5.55,65.55,7.5,16.98,10.68,2022-09-04 06:01:24,85.8
5.56,65.08,7.47,17.179,8.52,2022-09-04 05:01:24,91.2
5.42,63.27,7.44,17.277,7.73,2022-09-04 04:01:24,93.175
4.65,53.5,7.35,17.521,7.74,2022-09-04 03:01:24,93.15
5.69,65.26,7.44,17.557,9.21,2022-09-04 02:01:24,89.475
5.7,65.77,7.46,17.469,8.39,2022-09-04 01:01:24,91.525
5.68,66.17,7.47,17.313,10.22,2022-09-04 00:01:24,86.95
5.47,64.41,7.49,17.121,9.41,2022-09-03 23:01:24,88.975
5.23,62.45,7.51,16.884,7.65,2022-09-03 22:01:24,93.375
4.84,58.25,7.51,16.697,6.14,2022-09-03 21:01:24,97.15
5.06,60.84,7.52,16.727,7.36,2022-09-03 20:01:24,94.1
5.39,64.44,7.52,16.884,9.31,2022-09-03 19:01:24,89.225
5.68,67.41,7.52,17.073,9.98,2022-09-03 18:01:24,87.55
5.97,69.89,7.49,17.404,9.71,2022-09-03 17:01:24,88.225
6.19,71.51,7.47,17.672,10.78,2022-09-03 16:01:24,85.55
5.24,60.37,7.39,17.527,7.06,2022-09-03 15:01:24,94.85
5.63,64.5,7.4,17.68,5.39,2022-09-03 14:01:24,99.025
5.98,68.63,7.46,17.624,10.12,2022-09-03 13:01:24,87.2
5.66,65.49,7.45,17.355,10.87,2022-09-03 12:01:24,85.325
5.32,62.3,7.47,17.142,7.75,2022-09-03 11:01:24,93.125
5.24,62.07,7.5,16.877,9.06,2022-09-03 10:01:24,89.85
5.23,62.64,7.54,16.657,6.11,2022-09-03 09:01:24,97.225
5.03,60.63,7.56,16.504,6.79,2022-09-03 08:01:24,95.525
5.12,61.51,7.55,16.546,5.0,2022-09-03 07:01:24,100.0
5.47,65.28,7.54,16.731,10.75,2022-09-03 06:01:24,85.625
5.49,64.71,7.48,16.988,14.18,2022-09-03 05:01:24,77.05
5.67,65.79,7.45,17.268,9.55,2022-09-03 04:01:24,88.625
5.69,65.7,7.43,17.378,10.21,2022-09-03 03:01:24,86.975
5.05,57.84,7.36,17.495,8.97,2022-09-03 02:01:24,90.075
5.81,66.51,7.43,17.524,8.96,2022-09-03 01:01:24,90.1
5.69,65.73,7.44,17.39,11.49,2022-09-03 00:01:24,83.775
5.43,63.34,7.45,17.316,11.34,2022-09-02 23:01:24,84.15
5.32,62.82,7.47,17.091,12.43,2022-09-02 22:01:24,81.425
5.31,63.39,7.51,16.876,9.4,2022-09-02 21:01:24,89.0
4.84,58.28,7.51,16.765,7.72,2022-09-02 20:01:24,93.2
5.1,61.36,7.54,16.758,7.9,2022-09-02 19:01:24,92.75
5.38,64.44,7.53,16.914,12.98,2022-09-02 18:01:24,80.05
5.48,65.05,7.49,17.091,14.11,2022-09-02 17:01:24,77.225
5.62,65.71,7.45,17.417,11.69,2022-09-02 16:01:24,83.275
5.92,68.1,7.43,17.664,11.75,2022-09-02 15:01:24,83.125
5.83,66.47,7.41,17.581,8.35,2022-09-02 14:01:24,91.625
5.89,67.19,7.42,17.701,9.65,2022-09-02 13:01:24,88.375
5.71,65.42,7.41,17.504,9.97,2022-09-02 12:01:24,87.575
5.4,62.65,7.44,17.211,13.71,2022-09-02 11:01:24,78.225
5.21,61.04,7.45,17.001,10.03,2022-09-02 10:01:24,87.425
4.98,59.16,7.47,16.63,7.5,2022-09-02 09:01:24,93.75
4.85,58.02,7.52,16.446,6.79,2022-09-02 08:01:24,95.525
4.98,59.93,7.55,16.383,7.18,2022-09-02 07:01:24,94.55
5.38,64.47,7.55,16.451,12.9,2022-09-02 06:01:24,80.25
5.34,63.58,7.52,16.619,18.57,2022-09-02 05:01:24,75.0
5.38,63.02,7.46,16.875,13.6,2022-09-02 04:01:24,78.5
5.51,63.71,7.42,17.175,12.24,2022-09-02 03:01:24,81.9
5.6,64.27,7.41,17.334,8.81,2022-09-02 02:01:24,90.475
5.54,63.11,7.38,17.445,9.17,2022-09-02 01:01:24,89.575
5.7,65.1,7.42,17.421,10.88,2022-09-02 00:01:24,85.3
5.44,62.91,7.42,17.233,13.96,2022-09-01 23:01:24,77.6
5.22,60.95,7.43,17.137,9.45,2022-09-01 22:01:24,88.875
5.32,62.87,7.48,16.897,8.47,2022-09-01 21:01:24,91.325
5.1,60.89,7.5,16.768,8.66,2022-09-01 20:01:24,90.85
5.09,61.29,7.53,16.668,6.46,2022-09-01 19:01:24,96.35
5.4,64.88,7.55,16.704,11.42,2022-09-01 18:01:24,83.95
5.36,63.83,7.49,16.834,21.14,2022-09-01 17:01:24,75.0
5.38,63.26,7.45,17.038,18.78,2022-09-01 16:01:24,75.0
5.5,63.68,7.41,17.286,13.13,2022-09-01 15:01:24,79.675
5.65,64.7,7.4,17.427,12.94,2022-09-01 14:01:24,80.15
5.46,62.18,7.37,17.505,9.48,2022-09-01 13:01:24,88.8
5.59,63.85,7.39,17.363,10.9,2022-09-01 12:01:24,85.25
5.51,63.24,7.41,17.193,13.87,2022-09-01 11:01:24,77.825
5.16,60.14,7.43,16.946,13.95,2022-09-01 10:01:24,77.625
5.11,60.08,7.45,16.765,11.84,2022-09-01 09:01:24,82.9
5.13,60.92,7.5,16.465,9.75,2022-09-01 08:01:24,88.125
5.11,61.22,7.53,16.284,6.2,2022-09-01 07:01:24,97.0
5.14,61.69,7.55,16.217,8.79,2022-09-01 06:01:24,90.525
5.4,64.55,7.54,16.352,11.77,2022-09-01 05:01:24,83.075
5.25,62.19,7.48,16.64,22.5,2022-09-01 04:01:24,75.0
5.25,61.23,7.42,16.908,14.35,2022-09-01 03:01:24,76.625
5.45,62.59,7.39,17.19,12.71,2022-09-01 02:01:24,80.725
5.42,61.93,7.38,17.311,9.57,2022-09-01 01:01:24,88.575
5.49,62.65,7.38,17.345,10.04,2022-09-01 00:01:24,87.4
5.42,62.29,7.4,17.28,15.76,2022-08-31 23:01:24,75.0
5.21,60.67,7.42,17.121,17.24,2022-08-31 22:01:24,75.0
5.07,59.59,7.44,16.982,8.36,2022-08-31 21:01:24,91.6
5.16,61.27,7.49,16.804,9.18,2022-08-31 20:01:24,89.55
5.19,62.26,7.53,16.525,6.94,2022-08-31 19:01:24,95.15
5.16,62.1,7.54,16.455,7.3,2022-08-31 18:01:24,94.25
5.36,64.17,7.53,16.596,17.85,2022-08-31 17:01:24,75.0
5.23,62.01,7.47,16.851,25.17,2022-08-31 16:01:24,75.0
5.26,61.46,7.42,17.101,24.61,2022-08-31 15:01:24,75.0
5.53,63.74,7.4,17.314,14.9,2022-08-31 14:01:24,75.25
5.5,62.92,7.38,17.365,12.85,2022-08-31 13:01:24,80.375
5.52,63.05,7.38,17.394,12.0,2022-08-31 12:01:24,82.5
5.37,61.78,7.39,17.254,16.06,2022-08-31 11:01:24,75.0
5.27,61.11,7.42,17.089,15.87,2022-08-31 10:01:24,75.0
5.12,60.14,7.45,16.889,14.63,2022-08-31 09:01:24,75.925
5.1,60.47,7.49,16.646,10.48,2022-08-31 08:01:24,86.3
5.14,61.49,7.53,16.403,8.52,2022-08-31 07:01:24,91.2
5.18,62.34,7.56,16.246,5.08,2022-08-31 06:01:24,99.8
5.46,65.7,7.58,16.264,10.2,2022-08-31 05:01:24,87.0
5.32,63.68,7.53,16.518,20.26,2022-08-31 04:01:24,75.0
5.21,61.56,7.45,16.869,21.69,2022-08-31 03:01:24,75.0
5.3,61.72,7.41,17.107,13.53,2022-08-31 02:01:24,78.675
5.36,61.98,7.39,17.408,11.86,2022-08-31 01:01:24,82.85
5.27,60.6,7.38,17.511,10.66,2022-08-31 00:01:24,85.85
5.37,62.06,7.39,17.486,14.75,2022-08-30 23:01:24,75.625
5.27,61.33,7.41,17.346,14.09,2022-08-30 22:01:24,77.275
5.11,60.2,7.44,17.191,15.19,2022-08-30 21:01:24,75.0
5.07,60.34,7.47,16.996,10.65,2022-08-30 20:01:24,85.875
5.19,62.32,7.52,16.749,9.07,2022-08-30 19:01:24,89.825
5.29,63.89,7.56,16.514,6.79,2022-08-30 18:01:24,95.525
5.44,65.66,7.57,16.524,9.02,2022-08-30 17:01:24,89.95
5.37,64.53,7.53,16.733,17.84,2022-08-30 16:01:24,75.0
5.22,61.94,7.46,17.085,23.34,2022-08-30 15:01:24,75.0
5.28,61.98,7.42,17.384,17.2,2022-08-30 14:01:24,75.0
5.44,63.13,7.4,17.502,14.27,2022-08-30 13:01:24,76.825
5.33,61.28,7.37,17.532,10.47,2022-08-30 12:01:24,86.325
5.3,61.12,7.38,17.42,18.5,2022-08-30 11:01:24,75.0
5.2,60.32,7.4,17.176,16.78,2022-08-30 10:01:24,75.0
5.1,59.73,7.44,16.971,15.35,2022-08-30 09:01:24,75.0
5.0,58.99,7.47,16.729,7.23,2022-08-30 08:01:24,94.425
5.09,60.64,7.52,16.438,9.45,2022-08-30 07:01:24,88.875
5.16,61.98,7.56,16.18,5.12,2022-08-30 06:01:24,99.7
5.25,63.22,7.58,16.119,6.07,2022-08-30 05:01:24,97.325
5.41,65.05,7.58,16.24,14.58,2022-08-30 04:01:24,76.05
5.24,62.47,7.52,16.588,22.87,2022-08-30 03:01:24,75.0
